date,net_liq,cash,total_return_pct,regime,confidence,p_loss,dual_confirm,base_signal,drawdown_pct,alloc_QQQ,alloc_QLD,alloc_TQQQ,alloc_SGOV
2019-10-16,5000.0,5000.0,0.0,BULL,0.0,0.711,False,1,0.0,40.0,0.0,20.0,40.0
2019-10-17,5000.0,5000.0,0.0,SIDEWAYS,0.0,0.762,False,1,0.0,40.0,0.0,20.0,40.0
2019-10-18,5000.0,5000.0,0.0,BULL,0.0,0.728,False,1,0.0,40.0,0.0,20.0,40.0
2019-10-21,5000.0,5000.0,0.0,SIDEWAYS,0.0,0.687,False,1,0.0,40.0,0.0,20.0,40.0
2019-10-22,5000.0,5000.0,0.0,BULL,0.0,0.8,False,1,0.0,40.0,0.0,20.0,40.0
2019-10-23,5000.0,5000.0,0.0,SIDEWAYS,0.0,0.8,False,1,0.0,40.0,0.0,20.0,40.0
2019-10-24,5000.0,5000.0,0.0,BULL,0.0,0.742,False,1,0.0,40.0,0.0,20.0,40.0
2019-10-25,5000.0,5000.0,0.0,SIDEWAYS,0.0,0.713,False,1,0.0,40.0,0.0,20.0,40.0
2019-10-28,5000.0,5000.0,0.0,BULL,0.0,0.69,False,1,0.0,40.0,0.0,20.0,40.0
2019-10-29,5000.0,5000.0,0.0,SIDEWAYS,0.0,0.804,False,1,0.0,40.0,0.0,20.0,40.0
2019-10-30,5000.0,5000.0,0.0,BULL,0.0,0.795,False,1,0.0,40.0,0.0,20.0,40.0
2019-10-31,5000.0,5000.0,0.0,SIDEWAYS,0.0,0.804,False,1,0.0,40.0,0.0,20.0,40.0
2019-11-01,5000.0,5000.0,0.0,BULL,0.0,0.804,False,1,0.0,40.0,0.0,20.0,40.0
2019-11-04,5000.0,5000.0,0.0,SIDEWAYS,0.0,0.789,False,1,0.0,40.0,0.0,20.0,40.0
2019-11-05,5000.0,5000.0,0.0,BULL,0.0,0.697,False,1,0.0,40.0,0.0,20.0,40.0
2019-11-06,5000.0,5000.0,0.0,SIDEWAYS,0.0,0.804,False,1,0.0,40.0,0.0,20.0,40.0
2019-11-07,5000.0,5000.0,0.0,BULL,0.0,0.804,False,1,0.0,40.0,0.0,20.0,40.0
2019-11-08,5000.0,5000.0,0.0,SIDEWAYS,0.0,0.8,False,1,0.0,40.0,0.0,20.0,40.0
